purchaseorder,po_itemnumber,po_purchaserequisition,po_serialnumber,po_returnsitem,po_purchasingdoctype,po_purchasingdoctypedesc,po_purchasingdocdate,po_deletionindicator,po_purchasingorg,po_purchasingorgdesc,po_companycode,po_companycodedesc,po_purchasinggroup,po_purchasinggroupdesc,po_vendornumber,po_vendorname,po_vendoraccountgroup,po_vendoraccountgroupdesc,po_supplierclassification,po_countrykey,po_localorinternational,po_plant,po_plantdesc,po_storageloc,po_createdon,po_createdby_name,po_documentyear,po_accountassignmentcat,po_accountassignmentcatdesc,po_accntassignmentcatvaluedesc,po_version,po_processingstatuscode,po_processingstatus,po_postingdate,po_approvaldate,po_deliverydate,po_paymentdate,material,materialdesc,materialgroup,materialgroupdesc,materialtype,materialtypedesc,po_orderquantity,po_unitofmeasure,po_netamount,recordskipindicator,po_lastchangedatetime,silver_load_date,silver_load_timestamp
5000020486,00110,null,33144,null,ZSEM,Service PO � Subcon,2023-06-14,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016003,Total Logistics Trading W.L.L.,Group A,Domestic Vendors/Sub-Contracto,External,NG,Local,9900,ABC Logistics Limites - LAGOS,null,2023-06-14,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,null,05,05-Approved,2023-06-18,2023-06-21,2023-06-30,null,2000000879,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,1,UNT,30000,null,null,2025-11-24,2025-11-24T19:24:13.818Z
5000020486,00130,null,33146,null,ZSEM,Service PO � Subcon,2023-06-14,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016003,Total Logistics Trading W.L.L.,Group A,Domestic Vendors/Sub-Contracto,External,NG,Local,9900,ABC Logistics Limites - LAGOS,null,2023-06-14,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,null,05,05-Approved,2023-06-18,2023-06-21,2023-06-30,null,2000000879,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,1,UNT,30000,null,null,2025-11-24,2025-11-24T19:24:13.818Z
5000020486,00150,null,33148,null,ZSEM,Service PO � Subcon,2023-06-14,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016003,Total Logistics Trading W.L.L.,Group A,Domestic Vendors/Sub-Contracto,External,NG,Local,9900,ABC Logistics Limites - LAGOS,null,2023-06-14,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,null,05,05-Approved,2023-06-21,2023-06-21,2023-06-30,null,2000000879,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,1,UNT,30000,null,null,2025-11-24,2025-11-24T19:24:13.818Z
5000020486,00170,null,33150,null,ZSEM,Service PO � Subcon,2023-06-14,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016003,Total Logistics Trading W.L.L.,Group A,Domestic Vendors/Sub-Contracto,External,NG,Local,9900,ABC Logistics Limites - LAGOS,null,2023-06-14,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,null,05,05-Approved,2023-06-21,2023-06-21,2023-06-30,null,2000000879,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,1,UNT,15000,null,null,2025-11-24,2025-11-24T19:24:13.818Z
5000020486,00020,null,33135,null,ZSEM,Service PO � Subcon,2023-06-14,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016003,Total Logistics Trading W.L.L.,Group A,Domestic Vendors/Sub-Contracto,External,NG,Local,9900,ABC Logistics Limites - LAGOS,null,2023-06-14,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,null,05,05-Approved,2023-06-18,2023-06-21,2023-06-30,null,2000013647,Custom Clearance,M010000,General Requirements,SERV,Services,1,NO,3610,null,null,2025-11-24,2025-11-24T19:24:13.818Z
5000020486,00040,null,33137,null,ZSEM,Service PO � Subcon,2023-06-14,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016003,Total Logistics Trading W.L.L.,Group A,Domestic Vendors/Sub-Contracto,External,NG,Local,9900,ABC Logistics Limites - LAGOS,null,2023-06-14,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,null,05,05-Approved,2023-06-18,2023-06-21,2023-06-30,null,2000013647,Custom Clearance,M010000,General Requirements,SERV,Services,1,NO,3840,null,null,2025-11-24,2025-11-24T19:24:13.818Z
5000020486,00060,null,33139,null,ZSEM,Service PO � Subcon,2023-06-14,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016003,Total Logistics Trading W.L.L.,Group A,Domestic Vendors/Sub-Contracto,External,NG,Local,9900,ABC Logistics Limites - LAGOS,null,2023-06-14,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,null,05,05-Approved,2023-06-18,2023-06-21,2023-06-30,null,2000013647,Custom Clearance,M010000,General Requirements,SERV,Services,1,NO,1620,null,null,2025-11-24,2025-11-24T19:24:13.818Z
5000020486,00080,null,33141,null,ZSEM,Service PO � Subcon,2023-06-14,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016003,Total Logistics Trading W.L.L.,Group A,Domestic Vendors/Sub-Contracto,External,NG,Local,9900,ABC Logistics Limites - LAGOS,null,2023-06-14,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,null,05,05-Approved,2023-06-18,2023-06-21,2023-06-30,null,2000013647,Custom Clearance,M010000,General Requirements,SERV,Services,1,NO,1580,null,null,2025-11-24,2025-11-24T19:24:13.818Z
5000020486,00100,null,33143,null,ZSEM,Service PO � Subcon,2023-06-14,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016003,Total Logistics Trading W.L.L.,Group A,Domestic Vendors/Sub-Contracto,External,NG,Local,9900,ABC Logistics Limites - LAGOS,null,2023-06-14,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,null,05,05-Approved,2023-06-18,2023-06-21,2023-06-30,null,2000013647,Custom Clearance,M010000,General Requirements,SERV,Services,1,NO,3790,null,null,2025-11-24,2025-11-24T19:24:13.818Z
5000020486,00120,null,33145,null,ZSEM,Service PO � Subcon,2023-06-14,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016003,Total Logistics Trading W.L.L.,Group A,Domestic Vendors/Sub-Contracto,External,NG,Local,9900,ABC Logistics Limites - LAGOS,null,2023-06-14,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,null,05,05-Approved,2023-06-18,2023-06-21,2023-06-30,null,2000013647,Custom Clearance,M010000,General Requirements,SERV,Services,1,NO,2700,null,null,2025-11-24,2025-11-24T19:24:13.818Z
5000020486,00140,null,33147,null,ZSEM,Service PO � Subcon,2023-06-14,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016003,Total Logistics Trading W.L.L.,Group A,Domestic Vendors/Sub-Contracto,External,NG,Local,9900,ABC Logistics Limites - LAGOS,null,2023-06-14,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,null,05,05-Approved,2023-06-18,2023-06-21,2023-06-30,null,2000013647,Custom Clearance,M010000,General Requirements,SERV,Services,1,NO,2520,null,null,2025-11-24,2025-11-24T19:24:13.818Z
5000020486,00160,null,33149,null,ZSEM,Service PO � Subcon,2023-06-14,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016003,Total Logistics Trading W.L.L.,Group A,Domestic Vendors/Sub-Contracto,External,NG,Local,9900,ABC Logistics Limites - LAGOS,null,2023-06-14,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,null,05,05-Approved,2023-06-21,2023-06-21,2023-06-30,null,2000013647,Custom Clearance,M010000,General Requirements,SERV,Services,1,NO,2390,null,null,2025-11-24,2025-11-24T19:24:13.818Z
5000020486,00180,null,33151,null,ZSEM,Service PO � Subcon,2023-06-14,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016003,Total Logistics Trading W.L.L.,Group A,Domestic Vendors/Sub-Contracto,External,NG,Local,9900,ABC Logistics Limites - LAGOS,null,2023-06-14,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,null,05,05-Approved,2023-06-21,2023-06-21,2023-06-30,null,2000013647,Custom Clearance,M010000,General Requirements,SERV,Services,1,NO,1600,null,null,2025-11-24,2025-11-24T19:24:13.818Z
5000020520,00010,null,33153,null,ZSEM,Service PO � Subcon,2023-06-18,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016135,Compass Ocean Logistics W.L.L.,Group A,Domestic Vendors/Sub-Contracto,External,NG,Local,9900,ABC Logistics Limites - LAGOS,null,2023-06-18,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,null,05,05-Approved,2023-06-19,2023-06-19,2023-06-30,null,2000000879,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,1,UNT,22650,null,null,2025-11-24,2025-11-24T19:24:13.818Z
5000020520,00030,null,33155,null,ZSEM,Service PO � Subcon,2023-06-18,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016135,Compass Ocean Logistics W.L.L.,Group A,Domestic Vendors/Sub-Contracto,External,NG,Local,9900,ABC Logistics Limites - LAGOS,null,2023-06-18,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,null,05,05-Approved,2023-06-19,2023-06-19,2023-06-30,null,2000000879,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,1,UNT,22650,null,null,2025-11-24,2025-11-24T19:24:13.818Z
5000020520,00050,null,33157,null,ZSEM,Service PO � Subcon,2023-06-18,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016135,Compass Ocean Logistics W.L.L.,Group A,Domestic Vendors/Sub-Contracto,External,NG,Local,9900,ABC Logistics Limites - LAGOS,null,2023-06-18,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,null,05,05-Approved,2023-06-19,2023-06-19,2023-06-30,null,2000000879,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,1,UNT,22650,null,null,2025-11-24,2025-11-24T19:24:13.818Z
5000020520,00060,null,33158,null,ZSEM,Service PO � Subcon,2023-06-18,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016135,Compass Ocean Logistics W.L.L.,Group A,Domestic Vendors/Sub-Contracto,External,NG,Local,9900,ABC Logistics Limites - LAGOS,null,2023-06-18,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,null,05,05-Approved,2023-06-19,2023-06-19,2023-06-30,null,2000013647,Custom Clearance,M010000,General Requirements,SERV,Services,1,NO,1860,null,null,2025-11-24,2025-11-24T19:24:13.818Z
5000020520,00020,null,33154,null,ZSEM,Service PO � Subcon,2023-06-18,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016135,Compass Ocean Logistics W.L.L.,Group A,Domestic Vendors/Sub-Contracto,External,NG,Local,9900,ABC Logistics Limites - LAGOS,null,2023-06-18,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,null,05,05-Approved,2023-06-19,2023-06-19,2023-06-30,null,2000013647,Custom Clearance,M010000,General Requirements,SERV,Services,1,NO,2240,null,null,2025-11-24,2025-11-24T19:24:13.818Z
5000020520,00040,null,33156,null,ZSEM,Service PO � Subcon,2023-06-18,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016135,Compass Ocean Logistics W.L.L.,Group A,Domestic Vendors/Sub-Contracto,External,NG,Local,9900,ABC Logistics Limites - LAGOS,null,2023-06-18,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,null,05,05-Approved,2023-06-19,2023-06-19,2023-06-30,null,2000013647,Custom Clearance,M010000,General Requirements,SERV,Services,1,NO,2040,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500223373,00010,2000126540,23380,null,ZLPO,Local PO,2023-09-16,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000019613,Yanbu Safety and Security,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,1002,2023-09-16,Javed Ahmed Khan,2023,null,null,null,00000000,05,05-Approved,2023-09-01,2023-09-18,2023-09-23,null,100000074035,"SAFETY SHOES, LABOUR, SIZE: 40",G131160,Safety Shoes,ZCON,Consumables,20,PAA,764.4,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500223373,00030,2000126540,23382,null,ZLPO,Local PO,2023-09-16,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000019613,Yanbu Safety and Security,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,1002,2023-09-16,Javed Ahmed Khan,2023,null,null,null,00000000,05,05-Approved,2023-09-01,2023-09-18,2023-09-23,null,100000074037,"SAFETY SHOES, LABOUR, SIZE: 42",G131160,Safety Shoes,ZCON,Consumables,100,PAA,3822,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500223373,00040,2000126540,23383,null,ZLPO,Local PO,2023-09-16,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000019613,Yanbu Safety and Security,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,1002,2023-09-16,Javed Ahmed Khan,2023,null,null,null,00000000,05,05-Approved,2023-09-01,2023-09-18,2023-09-23,null,100000074038,"SAFETY SHOES, LABOUR, SIZE: 43",G131160,Safety Shoes,ZCON,Consumables,30,PAA,1146.6,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500223373,00020,2000126540,23381,null,ZLPO,Local PO,2023-09-16,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000019613,Yanbu Safety and Security,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,1002,2023-09-16,Javed Ahmed Khan,2023,null,null,null,00000000,05,05-Approved,2023-09-01,2023-09-18,2023-09-23,null,100000074036,"SAFETY SHOES, LABOUR, SIZE: 41",G131160,Safety Shoes,ZCON,Consumables,30,PAA,1146.6,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500223373,00050,2000126540,23384,null,ZLPO,Local PO,2023-09-16,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000019613,Yanbu Safety and Security,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,1002,2023-09-16,Javed Ahmed Khan,2023,null,null,null,00000000,05,05-Approved,2023-09-01,2023-09-18,2023-09-23,null,100000074039,"SAFETY SHOES, LABOUR, SIZE: 44",G131160,Safety Shoes,ZCON,Consumables,10,PAA,382.2,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500223373,00060,2000126540,23385,null,ZLPO,Local PO,2023-09-16,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000019613,Yanbu Safety and Security,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,1002,2023-09-16,Javed Ahmed Khan,2023,null,null,null,00000000,05,05-Approved,2023-09-01,2023-09-18,2023-09-23,null,100000074040,"SAFETY SHOES, LABOUR, SIZE: 45",G131160,Safety Shoes,ZCON,Consumables,10,PAA,382.2,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500227254,00010,2000129860,23917,null,ZLPO,Local PO,2023-10-02,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000019762,Al Falah Advanced Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-02,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-15,2023-10-08,2023-10-15,null,100000077190,POKER VIBRATOR 45 MM ( PETROL ),E031860,Concrete Vibrator,ZCON,Consumables,15,NO,5615.4,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500227995,00010,2000134215,24051,null,ZLPO,Local PO,2023-10-05,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000019613,Yanbu Safety and Security,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,1002,2023-10-05,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-15,2023-10-08,2023-10-08,null,100000074009,"HAND GLOVES, COTTON (DOTTED) DOUBLE SIDE",G131230,Gloves,ZCON,Consumables,5000,PAA,4802,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229193,00330,2000126263,24320,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,4000000753,"PAPER CUP, 7OZ 50 PCS/PACK",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,60,PAK,308.7,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229193,00140,2000126335,24302,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,4000000776,"SUGAR, 5.00 KG",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,3,PAK,51.45,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229193,00120,2000126335,24300,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,4000000751,"NESCAFE, RED MUG, 200 GRAMS/BOTTLE",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,10,NO,333.2,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229193,00050,2000126335,24293,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,4000000788,"TEA BAG, LIPTON (100 PCS/PACK) - YELLOW",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,5,PAK,63.7,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00070,2000126351,24338,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000071,"BALL PEN, BLUE, 50 PCS/PACK",G121130,Stationery Expenses,NLAG,Non-Stock Materials,2,PAK,39.2,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229193,00270,2000126263,24314,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,4000012319,DISPOSABLE HANDS GLOVES,G131230,Gloves,NLAG,Non-Stock Materials,5,BOX,46.8,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00380,2000126351,24368,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000012229,"PENCIL, HB (12 PCS/PACK)",G121130,Stationery Expenses,NLAG,Non-Stock Materials,5,PAK,22.79,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00530,2000126351,24383,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000209,"STAMP PAD INK, BLUE",G121130,Stationery Expenses,NLAG,Non-Stock Materials,5,NO,5.64,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00540,2000126351,24384,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000208,"STAMP PAD INK, RED",G121130,Stationery Expenses,NLAG,Non-Stock Materials,5,NO,5.64,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00550,2000126351,24385,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000653,"STAMP, ISSUE AND DATE",G121130,Stationery Expenses,NLAG,Non-Stock Materials,3,NO,72.77,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229193,00150,2000126335,24303,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,4000027534,"TEA BAG, GINGER TEA, 25 PCS/PACK",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,5,PAK,46.55,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229193,00160,2000126335,24304,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,4000046014,"GINGER, LEMON AND HONEY HARBAL TEA 20BAG",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,5,PAK,102.9,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00230,2000126351,24354,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000012199,ERASER,G121130,Stationery Expenses,NLAG,Non-Stock Materials,5,NO,53.9,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00420,2000126351,24372,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000422,POST IT SIGN HERE 1X12,G121130,Stationery Expenses,NLAG,Non-Stock Materials,5,PAK,24.5,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00520,2000126351,24382,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000207,STAMP PAD,G121130,Stationery Expenses,NLAG,Non-Stock Materials,3,NO,5.59,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229193,00350,2000126263,24322,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,4000000814,"PLASTIC FORK, 50 PCS/PACK",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,3,PAK,8.53,null,null,2025-11-24,2025-11-24T19:24:13.818Z
